component_name,product_name,resolution_code,status_code,quantity_of_votes,quantity_of_comments,bug_fix_time,severity_code,assignee_name
buckminster,product_173,1,4,0,2,0,2,buckminster.core-inbox
data,product_10,1,6,0,6,1,2,mwu
bugzilla,product_20,1,4,0,5,1,2,webmaster
ui,product_115,1,4,0,5,51,2,dejan
swt,product_117,1,4,0,11,8,2,cocoakevin
core,product_69,1,4,0,9,24,2,stephan.herrmann
editor,product_116,1,6,0,7,0,2,thierryblind
tool,product_49,1,6,0,4,7,2,bxu
enablement:oda,product_23,1,6,0,6,10,2,mwu
ui,product_117,1,4,0,4,0,2,serge
tptp,product_173,1,6,0,8,7,4,ruthdaly
targets,product_128,1,6,0,6,18,2,karl
tptp,product_173,1,6,0,6,13,4,mddunn
editor,product_110,1,4,0,7,4,2,Carolyn_MacLeod
wst,product_167,1,4,0,3,1488,2,nsand.dev
report,product_10,1,6,0,7,17,5,ianl
report,product_10,1,6,0,6,96,2,xiong.zhang
js tools,product_110,1,4,0,6,1,2,Michael_Rennie
compiler,product_7,1,4,0,15,105,5,aspectj-inbox
text,product_69,1,4,0,7,1,2,jdt-text-inbox
gef,product_55,1,4,0,2,0,2,ebordeau
tptp,product_173,1,6,0,8,21,4,amehrega
core,product_62,1,4,0,4,277,2,gmp.gmf-tooling-inbox
core,product_106,1,6,0,9,204,2,mdt-ocl-inbox
ui,product_117,1,6,0,4,146,2,simon.scholz
xtext,product_146,1,6,0,4,725,2,tmf.xtext-inbox
ui,product_117,1,4,0,3,232,2,Lars.Vogel
swt,product_117,1,4,0,17,1,2,billy.biggs
ecf,product_29,1,4,0,2,0,2,slewis
query,product_153,1,6,0,3,6,2,zoltan.ujhelyi
core,product_other,1,4,0,4,1,2,lorenzo.bettini
rwt,product_121,1,4,0,4,11,2,rsternberg
cvs,product_117,1,4,0,2,1,2,platform-cvs-inbox
ui,product_115,1,4,0,2,16,2,dejan
swt,product_117,1,4,0,3,131,2,veronika_irvine
rse,product_141,1,4,0,3,0,2,dmcknigh
diagram,product_133,1,6,0,15,47,2,jessy.mallet
framework,product_52,1,4,0,8,0,2,tjwatson
team,product_117,1,4,0,3,21,2,valentam
core,product_148,1,4,0,3,6,2,tobias.oberlies
moxy,product_31,1,4,0,6,5,2,blaise.doughan
common,product_33,1,6,0,2,49,2,emueller
table,product_133,1,6,0,6,62,2,sirius.table-inbox
chart,product_10,1,4,0,4,18,2,yi.wang
core,product_39,1,6,0,7,26,2,Ed.Merks
xtext,product_146,1,6,0,4,68,2,jan.koehnlein
swt,product_117,1,4,0,2,2,2,veronika_irvine
ci,product_20,1,4,0,2,7,2,ci.admin-inbox
package,product_50,1,4,0,20,737,2,epp.packager-inbox
user,product_117,1,4,0,5,25,2,birsan
core,product_38,1,4,0,3,8,2,egit.ui-inbox
maven,product_70,1,4,0,2,0,2,janb
server,product_70,1,4,0,2,0,2,simone.bordet
ui,product_43,1,6,0,9,511,2,simon.delisle
resources,product_117,1,4,0,2,4,2,john.arthorne
common,product_33,1,6,0,1,11,2,jhelming
other,product_other,1,6,0,5,0,2,dennis.wagelaar
user,product_117,1,4,0,10,47,2,akurtakov
ui,product_69,1,4,0,3,2,2,kai-uwe_maetzel
unknown,product_154,1,6,0,1,69,2,glyn.normington
mobile,product_53,1,6,0,6,2,2,ERCP-inbox
common,product_25,1,4,0,3,1,2,dltk.common-inbox
project management & portal,product_20,1,6,0,4,2,2,portal-inbox
jst,product_168,1,6,0,8,12,4,rkklai
cdt,product_17,1,4,0,4,104,2,ken.ryall
tasks,product_91,1,4,0,5,1,2,mik.kersten
compare,product_117,1,4,0,5,197,2,platform-compare-inbox
cdt,product_17,1,4,0,3,17,2,aleherb+eclipse
framework,product_52,1,4,0,5,1,2,equinox.framework-inbox
we,product_other,1,4,0,4,3,2,jwt.we-inbox
compiler,product_7,1,4,1,6,503,2,aspectj-inbox
jst,product_164,1,6,0,3,0,2,jlanuti
server,product_70,1,6,0,1,26,2,gregw
gef,product_55,1,4,0,2,3,2,ebordeau
table,product_113,1,4,0,8,218,2,vincent.lorenzo
cdt,product_17,1,4,0,7,35,4,angvoz.dev
server,product_70,1,4,0,6,1,2,gregw
validation,product_other,1,4,0,2,0,2,give.a.damus
editor,product_110,1,4,0,5,17,2,libingw
ui,product_117,1,4,1,6,233,2,prakash
ui,product_115,1,4,0,2,2,2,janek.lb
tool,product_114,1,6,0,7,0,4,give.a.damus
tptp,product_173,1,6,0,6,0,4,julien.canches
general,product_61,1,6,0,11,15,4,mmostafa
ui,product_69,1,4,0,2,98,2,deepakazad
general,product_61,1,4,0,3,14,4,ahunter.eclipse
core,product_1,1,4,0,7,1,4,acceleo-inbox
unknown,product_other,1,6,0,2,59,2,glyn.normington
rwt,product_121,1,4,0,8,94,2,rap-inbox
compiler,product_7,1,4,0,3,329,2,aspectj-inbox
ui,product_69,1,4,0,5,35,2,markus.kell.r
hyades,product_173,1,6,0,7,28,2,ewchan
swt,product_117,1,4,0,3,4,2,Silenio_Quarti
diagram,product_113,1,4,1,4,9,4,Patrick.Tessier
buckminster,product_173,1,4,0,2,1,2,buckminster.core-inbox
jst,product_167,1,6,0,4,21,2,nitind
p2,product_52,1,4,0,9,2,2,dj.houghton
ui,product_91,1,4,0,3,19,2,mik.kersten
cdo,product_39,1,6,0,3,0,2,stepper
ui,product_117,1,4,0,8,295,4,airvine
wst,product_166,1,6,0,11,81,2,deboer
cdt,product_17,1,4,0,3,156,2,sergebeauchamp
text,product_69,1,4,0,6,88,2,jdt-text-inbox
rwt,product_121,1,4,0,8,4,2,rap-inbox
rwt,product_121,1,4,0,7,186,2,rap-inbox
compiler,product_7,1,4,0,5,53,2,adrian.colyer
ui,product_115,1,4,0,5,0,2,dejan
tptp,product_173,1,6,0,4,264,2,haggarty
emf forms,product_33,1,6,0,8,375,2,jfaltermeier
client,product_110,1,4,0,2,0,2,Silenio_Quarti
ui,product_115,1,4,0,4,2,2,konradk
cdt,product_17,1,4,0,2,12,2,mikhailkhod
data source explorer,product_23,1,6,0,3,0,4,jgraham
ui,product_115,1,4,0,4,1,2,pde-ui-inbox
debug,product_142,1,4,0,5,2,4,aleherb+eclipse
autotools,product_173,1,4,0,3,0,2,jjohnstn
tptp,product_173,1,6,0,5,3,2,guru.nagarajan
start,product_70,1,4,0,2,0,2,joakim.erdfelt
jst,product_168,1,6,0,29,48,4,cbrealey
moxy,product_31,1,4,0,2,62,2,blaise.doughan
jgit,product_71,1,4,0,3,2,2,jgit.core-inbox
ui,product_117,1,4,0,4,60,2,mdelder
ui,product_69,1,4,0,2,3,2,dirk_baeumer
report,product_10,1,6,0,4,2,2,linhongc
ui,product_117,1,4,0,6,1,4,snorthov
releng,product_117,1,4,0,7,1,2,kim.moir
hyades,product_173,1,6,0,4,0,2,paulslau
proposals and reviews,product_20,1,4,0,3,8,2,emo
tptp,product_173,1,6,0,15,8,5,igor.alelekov
gef,product_55,1,4,0,5,16,2,ebordeau
core,product_1,1,6,0,3,19,4,acceleo-inbox
ui,product_144,1,4,0,2,8,2,tigerstripe.core-inbox
swt,product_117,1,4,0,2,0,2,veronika_irvine
other,product_other,1,6,0,11,69,2,emfdiffmerge.ui-inbox
swt,product_117,1,4,0,4,167,2,andre_weinand
text,product_69,1,4,0,2,252,2,jdt-text-inbox
report,product_10,1,6,0,7,13,2,rlu
ant,product_117,1,4,0,4,0,2,rodrigo
server,product_70,1,4,0,4,1,2,gregw
swt,product_117,1,4,0,23,507,2,eclipse.felipe
outline views,product_116,1,6,0,4,146,2,yaron.m
wst,product_161,1,6,0,9,0,2,konstantin
jst,product_164,1,6,0,9,37,2,cbridgha
sql,product_23,1,6,0,13,11,4,dtp.sqldevtools-inbox
framework,product_52,1,4,1,45,355,2,tjwatson
cdt,product_17,1,4,1,2,0,2,mschorn.eclipse
rwt,product_121,1,4,0,7,567,2,rap-inbox
client,product_110,1,4,0,5,1,2,libingw
ui,product_117,1,4,0,7,335,2,airvine
data,product_10,1,6,0,11,47,2,jluo
servers,product_20,1,4,0,7,80,2,webmaster
client,product_110,1,4,0,4,49,2,libingw
php explorer & projects management,product_116,1,6,0,3,1803,4,php.ui-inbox
framework,product_52,1,4,0,5,0,4,tjwatson
ecf,product_29,1,4,0,7,580,2,ecf.core-inbox
report,product_10,1,4,0,3,63,2,Birt-Report-inbox
foundation,product_31,1,6,0,11,98,2,david.minsky
core,product_170,1,6,0,3,240,2,tmf.xtext-inbox
diagram,product_113,1,4,0,3,941,4,mdt-papyrus-inbox
jst,product_168,1,4,0,11,202,2,shane_clarke
p2,product_52,1,4,0,15,1,4,john.arthorne
core,product_62,1,4,0,4,0,2,shatalin
designer,product_113,1,4,0,4,163,2,mdt-papyrus-inbox
target,product_142,1,4,0,18,25,2,tcf.agent-inbox
general,product_other,1,4,0,3,0,2,ecore-inbox
server,product_70,1,4,0,3,219,2,gregw
project,product_78,1,4,0,2,5,2,overholt
tool,product_49,1,6,0,4,97,2,wlu
editor,product_116,1,6,0,18,2,2,php.ui-inbox
core,product_69,1,4,0,4,119,2,philippe_mulet
changelog,product_78,1,4,0,8,93,2,jjohnstn
diagram,product_113,1,4,0,11,139,2,mickael.adam29
swt,product_117,1,4,1,17,76,5,snorthov
tool,product_49,1,4,0,8,0,4,xiaodic
debugger,product_116,1,6,0,5,0,2,php.ui-inbox
eswt,product_53,1,4,0,2,16,2,ercp.eswt-inbox
wst,product_161,1,6,0,3,1,2,cbrealey
swt,product_117,1,4,0,4,2,2,eclipse.felipe
transformation,product_153,1,4,0,4,7,2,lunk.peter
ci,product_20,1,4,0,2,0,2,ci.admin-inbox
cosmos,product_173,1,6,0,3,5,2,popescu
compare,product_117,1,4,0,2,20,2,andre_weinand
terminal,product_141,1,4,0,3,0,2,mober.at+eclipse
gui,product_other,1,4,0,3,1,2,mat.core-inbox
jpa,product_31,1,6,0,6,1,2,tom.ware
ui,product_117,1,4,0,5,4,2,dirk.fauth
chart,product_10,1,6,0,4,6,2,liheeng
ui,product_69,1,4,0,3,4,2,markus.kell.r
xtext,product_146,1,6,0,3,471,2,tmf.xtext-inbox
search,product_117,1,4,0,4,0,2,platform-search-inbox
swt,product_117,1,4,0,11,0,4,Silenio_Quarti
jst,product_166,1,6,0,5,0,2,deboer
ecf,product_29,1,4,0,2,0,5,slewis
releng,product_23,1,6,0,3,3,2,jgraham
wst,product_161,1,6,0,4,84,2,pmoogk
report,product_10,1,4,0,7,452,2,Birt-Report-inbox
jst,product_164,1,6,0,4,36,2,jlanuti
tptp,product_173,1,6,0,4,1,2,dale.ollila
documentation,product_10,1,4,0,3,356,2,jtatchel
other,product_104,1,4,0,3,68,2,dirk.fauth
core,product_139,1,4,0,13,911,2,igor.burilo
systemtap,product_78,1,4,0,5,72,2,anithra
code formatter,product_116,1,6,0,4,308,2,alon
bugzilla,product_20,1,4,0,11,60,2,webmaster
diagram,product_113,1,4,0,9,1163,2,fanch.bonnabesse
tptp,product_173,1,6,0,5,2,5,hkyleung
emf forms,product_33,1,6,0,3,98,2,lkoehler
swt,product_117,1,4,0,5,1,2,duongn
report,product_10,1,6,0,4,15,2,ianl
editor,product_116,1,6,0,6,168,4,seva.lapsha
core,product_128,1,6,0,4,2,2,amitm
ui,product_115,1,4,0,8,1,2,pde-ui-inbox
eswt,product_53,1,4,0,13,141,2,ercp.eswt-inbox
xtext,product_146,1,6,0,3,0,2,tmf.xtext-inbox
ui,product_115,1,4,2,14,2506,2,daniel_megert
jst,product_168,1,4,0,4,0,2,mahutch
editor,product_116,1,6,0,4,1,2,natalia.bartol
resources,product_117,1,4,0,13,4223,2,simeon.danailov.andreev
editor,product_116,1,6,0,8,232,2,php.ui-inbox
chart,product_10,1,6,0,6,9,2,nli
ui,product_117,1,4,0,4,48,2,sxenos
team,product_117,1,4,0,6,25,2,Kevin_McGuire
report,product_10,1,4,0,4,3,2,rlu
editor,product_110,1,4,0,7,8,2,Silenio_Quarti
rse,product_141,1,4,0,3,8,2,dmcknigh
jst,product_164,1,6,0,3,0,2,cbridgha
integrations,product_139,1,4,0,2,0,2,a.gurov
gef,product_55,1,4,0,2,20,2,matthias.wienand
update,product_117,1,4,0,3,5,2,klicnik
client,product_110,1,4,0,3,9,2,orion.client-inbox
moxy,product_31,1,4,0,4,0,2,blaise.doughan
editor,product_33,1,6,0,1,54,2,eneufeld
diagram,product_113,1,6,0,3,48,2,mdt-papyrus-inbox
core,product_51,1,6,0,3,0,2,dkolovos
debug,product_72,1,4,0,8,8,2,Michael_Rennie
ui,product_129,1,6,0,3,0,2,ling.hao
compiler,product_7,1,4,0,2,0,4,aspectj-inbox
outline views,product_116,1,6,0,3,1,2,php.ui-inbox
cdt,product_17,1,6,0,9,62,5,jgreen
report,product_10,1,4,0,4,56,2,xiong.zhang
cdt,product_17,1,4,0,3,1,2,andrew.niefer
p2,product_52,1,4,0,5,6,2,dj.houghton
cdt,product_17,1,4,0,4,2,2,elaskavaia.cdt
ui,product_68,1,6,0,6,162,2,gerry.kessler
systemtap,product_78,1,6,0,5,2,1,anithra
core,product_148,1,4,0,3,270,2,tobias.oberlies
user,product_117,1,4,0,6,5,4,unknown2
emf forms,product_33,1,6,0,7,62,2,lkoehler
buckminster,product_173,1,4,0,4,173,2,gch
framework,product_52,1,4,0,4,0,2,equinox.framework-inbox
proposals and reviews,product_20,1,4,0,6,381,2,emo
p2,product_52,1,4,0,2,0,2,equinox.p2-inbox
build,product_10,1,4,0,6,2,2,bluesoldier
report,product_10,1,6,0,3,29,2,zli
client,product_70,1,4,0,5,63,4,gregw
build,product_10,1,4,0,3,0,2,Birt-Build-inbox
ui,product_69,1,4,0,4,48,2,Claude_Knaus
cdt,product_17,1,4,0,6,1064,2,mschorn.eclipse
tptp,product_173,1,6,0,5,160,4,paulslau
cdt,product_17,1,4,0,17,363,2,elaskavaia.cdt
websocket,product_70,1,4,0,5,23,2,simone.bordet
mailinglists,product_20,1,4,0,5,0,2,webmaster
lttng,product_other,1,4,0,4,3,2,malaperle
ui,product_115,1,4,0,6,4,2,pde-ui-inbox
core,product_139,1,4,0,7,443,2,igor.burilo
ui,product_117,1,4,0,22,216,2,pwebster
corona,product_173,1,6,0,4,1,2,marcin.okraszewski
tptp,product_173,1,6,0,14,28,2,jerome.bozier
ui,product_69,1,4,0,10,32,2,register.eclipse
report,product_10,1,4,0,4,30,2,hustlg
ci,product_20,1,4,0,2,1,2,webmaster
wizard,product_89,1,6,0,8,7,4,reckord
report,product_10,1,4,0,2,0,2,rlu
core,product_other,1,4,0,4,2,2,siersciotluk
releng,product_117,1,4,0,10,310,2,david_williams
ui,product_69,1,4,0,2,10,2,martinae
wst,product_166,1,4,0,6,12,5,arvera
core,product_170,1,4,0,4,508,2,tmf.xtext-inbox
core,product_69,1,4,0,4,5,2,srikanth_sankaran
jst,product_164,1,6,0,5,0,4,jst.j2ee-inbox
core,product_39,1,6,0,3,92,2,Ed.Merks
releng,product_165,1,6,0,3,0,2,jlanuti
compendium,product_52,1,4,0,2,15,2,equinox.compendium-inbox
ui,product_115,1,4,0,4,73,2,janek.lb
client,product_110,1,4,0,2,1,2,Szymon.Brandys
swt,product_117,1,4,0,7,99,2,cocoakevin
jst,product_164,1,6,0,4,47,4,naci.dai
core,product_62,1,4,0,5,37,2,shatalin
team,product_117,1,4,0,5,8,1,pawel.pogorzelski1
jst,product_164,1,4,0,4,138,2,janelle
cdt,product_17,1,4,0,7,24,2,cdt-core-inbox
tptp,product_173,1,6,0,5,24,5,samwai
core,product_other,1,6,0,2,0,2,e4.xwt-inbox
recommenders,product_173,1,4,0,6,53,2,recommenders-inbox
ve,product_173,1,6,0,5,54,4,alasdair_mcdowell
wst,product_167,1,6,0,13,175,2,kchong
gef,product_55,1,4,0,2,1,2,nyssen
wst,product_161,1,6,0,18,25,2,konstantin
ui,product_115,1,4,0,3,0,2,caniszczyk
remote,product_118,1,4,0,16,78,2,bastien.matthew
releng,product_117,1,4,0,4,12,2,dean.t.roberts
wst,product_167,1,6,0,7,15,2,camle
setup,product_108,1,4,0,5,8,2,stepper
editor,product_116,1,6,0,3,244,2,php.ui-inbox
other,product_other,1,4,0,9,32,2,steffen.pingel
report,product_10,1,6,0,3,0,2,gump_gao
ui,product_69,1,4,0,4,28,2,akiezun
foundation,product_31,1,4,0,6,253,2,peter.krogh
launcher,product_52,1,4,0,3,19,2,akurtakov
ui,product_69,1,4,0,3,0,2,tobias_widmer
cdt,product_17,1,6,0,4,6,2,Randy.Rohrbach
core,product_106,1,6,0,5,0,4,give.a.damus
forums and newsgroups,product_20,1,4,0,9,591,2,forums-inbox
website,product_20,1,4,0,5,0,2,phoenix.ui-inbox
ui,product_117,1,4,0,3,510,2,bokowski
gef,product_55,1,4,0,2,0,2,sorensm
releng,product_117,1,4,0,21,316,2,platform-releng-inbox
ruby,product_25,1,4,0,2,0,2,dltk.common-inbox
code assist,product_116,1,6,0,7,215,2,php.ui-inbox
ve,product_173,1,6,0,6,205,2,sgunturi
team,product_117,1,4,0,5,64,2,valentam
client,product_110,1,4,0,3,76,2,antonm
general,product_21,1,4,0,5,21,4,paul.fullbright
ui,product_69,1,4,0,6,157,2,noopur_gupta
website,product_20,1,4,0,3,725,2,phoenix.ui-inbox
releng,product_117,1,4,0,15,1,2,david_williams
p2,product_52,1,4,0,14,82,2,equinox.p2-inbox
releng,product_117,1,4,0,7,228,5,platform-releng-inbox
diagram,product_133,1,6,0,8,2,2,laurent.redor
hyades,product_173,1,6,0,3,20,2,psun
compiler,product_7,1,4,0,6,6,2,adrian.colyer
general,product_other,1,4,0,4,21,2,emft.eef-inbox
samples,product_62,1,4,0,2,2,2,sgribovsky
others,product_113,1,4,0,2,49,2,ansgar.radermacher
cvs,product_other,1,4,0,3,0,1,duncan.r.mills
ui,product_69,1,4,0,2,30,2,dirk_baeumer
report,product_10,1,4,0,7,7,6,yliang
diagram,product_113,1,4,0,7,4,4,mickael.adam29
jst,product_164,1,4,0,3,6,2,jst.j2ee-inbox
rse,product_141,1,6,0,9,2,2,ddykstal.eclipse
ui,product_117,1,4,1,20,2067,2,platform-ui-triaged
compendium,product_52,1,4,0,5,213,2,tjwatson
chart,product_10,1,4,0,5,1,4,dmichonneau
xtext,product_146,1,6,0,3,48,2,tmf.xtext-inbox
core,product_113,1,4,0,5,173,2,rschnekenburger
main,product_other,1,6,0,7,0,2,gdupe
doc,product_118,1,6,0,3,795,2,ptp-inbox
runtime,product_154,1,6,0,4,55,4,virgo-inbox
cvs,product_117,1,4,0,3,2,2,platform-cvs-inbox
ui,product_115,1,4,0,31,133,2,konradk
buckminster,product_173,1,6,0,3,19,2,buckminster.core-inbox
cosmos,product_173,1,4,0,2,0,2,esrose
releng,product_117,1,4,0,3,609,2,platform-releng-inbox
core,product_62,1,4,0,5,216,2,tikhomirov.artem
ui,product_115,1,4,0,7,639,2,curtis.windatt.public
apt,product_69,1,4,0,3,86,2,eclipse
jst,product_164,1,6,0,12,5,2,david_williams
dbws,product_31,1,6,0,2,10,2,michael.norman
cdt,product_17,1,4,0,8,0,2,recoskie
other,product_113,1,4,0,6,15,2,give.a.damus
core,product_113,1,4,0,3,624,2,cletavernier
incubator,product_52,1,4,0,2,0,2,ogruber
core,product_144,1,4,0,2,0,5,tigerstripe.core-inbox
ui,product_117,1,4,0,6,89,2,macca
core,product_90,1,6,0,6,14,2,wds057
gef,product_55,1,4,0,4,238,2,gef-inbox
wst,product_161,1,4,0,5,782,2,gindik
runtime,product_117,1,4,0,10,287,2,platform-runtime-inbox
ecf,product_29,1,4,0,6,0,2,slewis
swt,product_117,1,4,3,5,31,2,skovatch
tptp,product_173,1,6,0,12,6,5,popescu
cdt,product_17,1,4,0,3,266,4,mschorn.eclipse
swt,product_117,1,4,0,6,14,2,lufimtse
other,product_113,1,6,0,8,111,2,mdt-papyrus-inbox
ui,product_69,1,4,0,10,49,2,daniel_megert
jaxb,product_21,1,4,1,10,212,2,neil.hauge
ui,product_69,1,4,0,3,15,2,kai-uwe_maetzel
jst,product_164,1,4,0,6,5,5,ccc
test suite,product_10,1,6,0,3,14,2,xwang
bugzilla,product_20,1,4,0,3,0,4,webmaster
core,product_113,1,4,0,2,116,2,tatiana.fesenko
main,product_other,1,6,0,4,223,2,gdupe
server,product_70,1,4,0,6,0,2,gregw
core,product_1,1,6,0,2,203,2,acceleo-inbox
debug,product_69,1,4,0,2,0,2,sarika.sinha
other,product_other,1,4,0,3,4,6,dirigible-inbox
tool,product_49,1,6,0,6,1,4,jefhardy
build,product_10,1,6,0,3,1,2,bluesoldier
ui,product_115,1,4,0,3,0,2,pde-ui-inbox
jst,product_164,1,6,0,11,91,4,thebravoman
general,product_72,1,4,1,12,38,2,nitind
wst,product_161,1,6,0,11,2,4,karasiuk
trac,product_91,1,4,0,4,0,2,steffen.pingel
tptp,product_173,1,6,0,9,26,4,jkubasta
ui,product_117,1,6,0,3,3,2,Tod_Creasey
views,product_113,1,6,0,3,3,5,Patrick.Tessier
ui,product_91,1,4,0,4,0,2,greensopinion
ui,product_117,1,4,0,38,665,2,douglas.pollock
docker,product_78,1,6,0,5,337,2,jjohnstn
ui,product_117,1,4,0,2,1,2,nick_edgar
swt,product_117,1,4,0,13,57,2,knut_radloff
p2,product_52,1,4,0,12,6,2,dj.houghton
ui,product_74,1,6,0,4,9,2,jubula.ui-inbox
ui,product_69,1,4,0,15,98,2,markus.kell.r
ui,product_117,1,4,0,13,9,2,nick_edgar
main,product_other,1,6,0,5,1,4,gdupe
core,product_114,1,6,0,5,48,2,onder.gurcan
core,product_113,1,4,0,6,1533,2,cedric.dumoulin
text,product_69,1,4,0,6,83,4,jdt-text-inbox
proposals and reviews,product_20,1,4,0,7,19,2,emo
ui,product_115,1,4,0,2,7,2,pde-ui-inbox
team,product_117,1,4,0,2,10,2,jean-michel_lemieux
swt,product_117,1,4,0,12,14,2,snorthov
gef,product_55,1,4,0,19,48,4,ppshah
visualization,product_other,1,6,0,3,77,2,kentarou
apt,product_69,1,4,0,4,2,2,eclipse
buckminster,product_173,1,4,0,4,34,2,buckminster.core-inbox
p2,product_52,1,4,0,24,251,2,susan
framework,product_52,1,4,0,3,66,2,equinox.framework-inbox
general,product_21,1,4,0,2,320,2,neil.hauge
diagram,product_133,1,6,0,14,99,2,florian.barbin
cdo,product_39,1,6,0,4,21,2,stepper
p2,product_52,1,6,0,2,0,2,equinox.p2-inbox
foundation,product_31,1,6,0,10,34,2,michael.f.obrien
cdt,product_17,1,4,0,3,115,2,aleherb+eclipse
data access,product_10,1,4,0,3,73,2,yjiang
xtext,product_146,1,6,0,4,3,2,jan.koehnlein
git,product_20,1,4,0,4,0,2,webmaster
recommenders,product_173,1,4,0,7,2,4,sewe
other,product_23,1,4,0,7,3,2,bfitzpat
jst,product_166,1,4,0,8,5,2,arvera
ui,product_91,1,4,0,12,44,2,greensopinion
xplanner,product_91,1,4,0,9,4,2,hbershadskaya
ant,product_70,1,6,0,1,0,6,janb
releng,product_117,1,4,0,3,0,2,kim.moir
bundles,product_109,1,4,0,5,1,4,Michael_Rennie
ci,product_20,1,4,0,11,1,2,ci.admin-inbox
buckminster,product_173,1,4,0,2,13,2,thomas
tasks,product_91,1,4,0,7,1,2,mik.kersten
client,product_110,1,4,0,2,0,4,orion.client-inbox
lttng,product_78,1,6,0,2,792,2,fchouinard
swt,product_117,1,4,0,6,293,2,Silenio_Quarti
we,product_other,1,4,0,6,3,2,jwt.we-inbox
diagram,product_133,1,6,0,23,45,2,florian.barbin
jst,product_164,1,4,0,6,5,2,cbridgha
core,product_170,1,6,0,4,0,5,tmf.xtext-inbox
report,product_10,1,4,0,3,0,2,Birt-ReportEngine-inbox
cdt,product_17,1,6,0,4,0,2,pawel.1.piech
ui,product_117,1,6,0,3,0,2,Tod_Creasey
text,product_117,1,4,0,8,1953,2,platform-text-inbox
test suite,product_10,1,6,0,3,0,2,lshen
doc,product_21,1,4,0,9,7,2,neil.hauge
jpa,product_31,1,6,0,3,2,2,eclipselink.orm-inbox
hyades,product_173,1,6,0,9,56,4,paulslau
jpa,product_31,1,4,6,3,13,4,eclipselink.orm-inbox
ui,product_91,1,4,0,5,1,4,mik.kersten
user,product_117,1,4,0,8,12,2,platform-ua-inbox
geclipse,product_173,1,6,0,8,2,2,mathias.stuempert
swt,product_117,1,6,0,13,1,2,platform-swt-inbox
general,product_61,1,4,0,11,248,2,tmacdoug
releng,product_117,1,4,0,9,1,2,kim.moir
stardust,product_173,1,4,0,3,0,2,stardust.portal-inbox
ui,product_117,1,4,0,6,3,2,Lars.Vogel
moxy,product_31,1,4,0,3,0,2,denise.mahar
rse,product_141,1,4,0,5,0,2,dmcknigh
package,product_50,1,4,1,43,31,2,epp.packager-inbox
client,product_110,1,6,0,17,12,2,mamacdon
swt,product_117,1,4,0,4,0,2,carolynmacleod4
remote,product_118,1,4,0,6,225,2,g.watson
jst,product_164,1,4,0,12,78,4,jsholl
ci,product_20,1,6,0,14,22,2,loskutov
ui,product_69,1,4,0,3,0,2,benno.baumgartner
ui,product_69,1,4,0,5,16,2,erich_gamma
utils,product_31,1,4,0,2,6,2,les.davis
report,product_10,1,6,0,5,4,2,cyu
maven,product_70,1,4,0,4,0,2,janb
tptp,product_173,1,6,0,10,270,2,ewchan
ui,product_117,1,4,0,3,6,2,Karice_McIntyre
ui,product_115,1,4,0,3,6,2,pde-ui-inbox
cvs,product_20,1,4,0,8,72,2,webmaster
report,product_10,1,6,0,3,6,4,xiong.zhang
ui,product_38,1,4,0,5,8,2,kevin
wst,product_167,1,6,0,11,7,2,kchong
javascript,product_25,1,4,0,11,13,2,dltk.common-inbox
recommenders.incubator,product_173,1,6,0,3,31,2,johannes.dorn
others,product_113,1,4,0,2,0,4,cletavernier
server,product_9,1,4,0,4,4,2,babel.server-inbox
update,product_139,1,4,0,2,0,2,igor.burilo
documentation,product_10,1,6,0,6,8,4,slee
debug,product_117,1,6,1,31,146,4,cocoakevin
documentation,product_31,1,6,0,2,1063,2,eclipselink.orm-inbox
compiler,product_7,1,4,0,3,3,2,aspectj-inbox
releng,product_110,1,4,0,5,1,2,ken
chart,product_10,1,6,0,4,2,2,zqian
jst,product_other,1,4,0,10,16,2,chavezjc
servercore,product_44,1,6,0,7,3,2,jfaltermeier
jst,product_164,1,4,0,5,0,2,nagrawal
wst,product_166,1,6,0,6,2,2,deboer
report,product_10,1,6,0,7,20,2,wyan
cvs,product_117,1,4,0,6,28,2,gheorghe
rdt,product_118,1,4,0,9,7,2,mikekucera
java,product_91,1,4,0,3,29,2,mik.kersten
tptp,product_173,1,6,0,20,682,2,paulslau
cdo,product_39,1,6,0,5,44,2,stepper
report,product_10,1,6,0,3,0,2,linhongc
core,product_91,1,4,0,10,2,2,steffen.pingel
client,product_110,1,4,0,9,0,4,curtis.windatt.public
runtime,product_36,1,4,0,11,0,2,efxclipse-inbox
doc,product_117,1,4,0,6,331,4,platform-doc-inbox
jst,product_164,1,6,0,3,1,2,jlanuti
rdt,product_118,1,4,0,5,1,2,g.watson
swt,product_117,1,4,0,5,55,2,niraj.modi
edt,product_173,1,6,0,4,0,2,edt.javagen-inbox
p2,product_52,1,4,0,2,215,2,pascal
wst,product_166,1,4,0,2,0,2,wst.server-inbox
engine,product_120,1,4,0,4,1512,2,mmt-qvt.operational-inbox
data access,product_10,1,4,0,2,2,2,lzhu
wst,product_168,1,6,0,5,6,4,lauzond
framework,product_52,1,4,0,12,15,5,equinox.framework-inbox
ui,product_117,1,4,0,3,310,2,simon_arsenault
other,product_131,1,6,0,4,86,2,scout.core-inbox
wst,product_167,1,6,0,4,0,5,csalter
wst,product_161,1,6,0,3,26,2,konstantin
cvs,product_20,1,4,0,2,0,2,webmaster
proposals and reviews,product_20,1,4,0,3,12,2,emo
